Public Food Key,Classification,Food Name,"Energy with dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Nitrogen 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Glucose 
(g)",Added sugars (g),"Free sugars 
(g)","Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Available carbohydrate, with sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Copper (Cu) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Sodium (Na) 
(mg)","Zinc (Zn) 
(mg)","Cobalamin (B12) 
(ug)","Folic acid 
(ug)","Vitamin C 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)","Caffeine 
(mg)","Cholesterol 
(mg)"
F001244,13101,"Biscuit, sweet, shortbread style, commercial","2,110",2.8,6.2,0.99,26.3,2.3,0,20,20,40.4,60.8,60.8,33,0.084,6.5,0.77,19,78,110,270,0.45,0,0,0,1.1,16.06,0,63
F001170,13105,"Biscuit, sweet, chocolate chip or coated","1,979",2.4,5.8,0.93,22.7,3,0.5,33.9,33.9,26.1,61.9,61.9,46,0.24,8.6,2.7,41,110,220,210,0.7,0.2,0,2,1.47,12.79,8,8
F009834,,"Biscuit, sweet, cream filled, commercial","1,944",2.1,5.4,0.87,21.5,2.7,0.9,33.2,33.2,29.2,62.8,62.8,30,0.14,8.5,1.3,28,90,140,330,0.48,0,0,0,2.42,10.6,2,4
F001167,13106,"Biscuit, sweet, biscuit base, caramel filling, chocolate-coated, commercial","1,843",4.8,5.6,0.89,19.7,1.8,4,40.5,40.5,16.3,61.8,61.8,82,0.19,8,1.5,38,130,290,180,0.61,0.1,0,0,0.86,11.44,9,11
F001168,13106,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated","2,188",2.6,6.3,0.94,29.4,0.6,1.2,36.4,36.4,18.6,60.6,60.6,135,0.2,0,1.75,28,144,234,117,0.85,0,0,0,3.9,15.39,8,14
F001234,13106,"Biscuit, sweet, sandwich, cream filling, chocolate-coated, tim tam style","2,080",1.2,5.4,0.86,25.4,2.2,0.6,40,40,18.4,63.1,63.1,90,0.15,4.3,1.7,34,120,240,168,0.62,0,0,0,1.65,14.38,7,10
F001233,13104,"Biscuit, sweet, sandwich, cream & jam filling","1,974",5,4,0.68,22.5,1.8,2.7,32.5,32.6,30.6,64.1,64.1,27,0.09,0,0.9,14,66,85,260,0.45,0.1,0,0,3.9,11.24,0,24
F001251,13101,"Biscuit, sweet, wheatmeal","1,728",3,7.8,1.21,11.7,5.6,0.3,21.3,21.3,45.4,67,67,30,0.19,6.8,2.1,46,174,167,423,1.15,0.1,0,0,3.9,1.28,0,18
F003095,13101,"Cone, wafer style, for ice cream","1,474",8.5,7.9,1.39,2.3,3.2,0,0,0,72,72.3,72.3,26,8.7,5,2.2,26,139,137,327,0.5,0,0,0,0.59,0.41,0,0
F001683,12201,"Breadcrumbs, white","1,598",7.3,14,2.45,4.1,4.7,0,0,0,63.8,68.5,68.5,124,,86.2,2,43,142,193,650,1.2,0.1,261,0,0.49,0.5,0,0
F001353,12201,"Bread roll, from white flour","1,044",34.4,9.3,1.63,2.9,3,0.3,0,0,41.2,44.6,44.6,107,0.146,48,1.26,29,100,137,380,0.82,0,228,0,1.02,0.47,0,0
F001415,12302,"Bread, wrap, white, commercial","1,266",31,7.8,1.36,8.4,3,0,0,0,41.6,46.9,46.9,39,0.12,45,0.95,24,210,150,610,0.46,0,154,0,0.3,3.71,0,0
F001537,12201,"Bread, from white flour, sour dough, commercial",961,38.8,8.8,1.5,1.4,3.1,0,0,0,41.7,42.9,42.9,21,0.15,59,1.1,31,80,130,490,0.65,0,177,0,0,0.45,0,0
F001538,12201,"Bread, from white flour, sour dough, commercial, toasted","1,144",27.1,10.4,1.78,1.7,3.7,0,0,0,49.6,51.1,51.1,25,0.178,66.7,1.31,37,95,155,583,0.77,0,179,0,0,0.54,0,0
F001553,12207,"Bread, from wholemeal flour",993,39.2,10.4,1.8,2.5,6.9,0.1,0,0,36,39.2,39.2,133,0.217,61.9,1.97,63,156,212,418,1.24,0,177,0,0.2,0.39,0,0
F001647,12202,"Bread, Naan, commercial","1,224",33.2,8,1.4,7.1,2.6,1.1,0,0,41.8,47.8,47.8,120,0.12,55,1.1,28,240,160,630,0.62,0.3,83,0,0.79,1.35,0,4
F001653,12203,"Bread, pizza base, commercial","1,109",34.8,8.6,1.5,3.3,2.7,0.5,0,0,44.8,48.5,48.5,70,0.13,38,0.94,28,98,140,390,0.69,0.3,120,0,0.23,0.52,0,0
F001669,12302,"Bread, tortilla, white, commercial","1,263",28.9,7.3,1.28,9,2,1.4,0,0,42,46.3,46.3,37,0.11,46.4,0.75,22,220,110,750,0.44,0,70,0,0.3,3.97,0,0
F001387,12203,"Bread, damper, from white flour, homemade","1,084",34.7,7.5,1.32,5.5,3.3,0,1.5,1.5,40,42.9,42.9,53,,27,0.78,25,330,150,630,0.66,0,0,0,0.57,3.27,0,21
F001420,12302,"Bread, flat (pita or Lebanese), white, commercial","1,102",30.7,9.5,1.67,2.1,3.7,0.2,0,0,46,49.1,49.1,50,0.17,50.2,1.2,30,190,150,498,0.54,0,184,0,0.2,0.62,0,0
F001404,12302,"Bread, flat (pita or Lebanese), wholemeal, commercial","1,074",32.7,8.6,1.48,2,6.4,0.7,0,0,44.2,47.2,47.2,45,0.26,50.2,2.7,55,160,200,470,1.2,0.1,156,0,0.08,0.46,0,0
F001463,12201,"Bread, from white flour","1,050",38.2,9.5,1.66,2,3.2,0,0,0,43.1,46.2,46.2,84,0.148,61.3,1.35,29,96,130,439,0.81,0,208,0,0.24,0.28,0,0
F001541,12201,"Bread, from white flour, toasted","1,241",24,10.8,1.9,2.8,4.3,0,0,0,50.6,54.3,54.3,150,0.172,50.5,1.38,40,99,166,512,0.96,0,180,0,0,0.35,0,0
F001466,12202,"Bread, from white flour, added calcium","1,001",38.2,9.7,1.68,1.8,2.9,0,0,0,41.1,43.8,43.8,228,0.124,62.7,1.15,27,159,110,442,1.07,0,205,0,0.32,0.26,0,0
F001467,12202,"Bread, from white flour, added calcium, toasted","1,164",28.1,11.2,1.96,2,3.4,0,0,0,47.8,50.9,50.9,265,0.144,69.2,1.34,32,185,128,514,1.24,0.1,203,0,0.36,0.3,0,0
F001468,12202,"Bread, from white flour, added fibre","1,032",38,9.7,1.64,1.7,6.4,0,0,0,41.1,43.6,43.6,56,0.16,62.7,1.44,27,98,111,448,0.8,0.1,205,0,0.48,0.26,0,0
F001479,12202,"Bread, from white flour, added fibre, toasted","1,229",26.2,11.5,1.96,2,7.7,0,0,0,48.9,51.9,51.9,67,0.19,70.9,1.72,32,117,132,534,0.96,0.1,207,0,0.54,0.31,0,0
F001482,12202,"Bread, from white flour, added iron","1,001",38.2,9.7,1.68,1.8,2.9,0,0,0,41.1,43.8,43.8,68,0.167,62.7,7.08,41,131,135,447,0.8,0,205,0,0.32,0.26,0,0
F001483,12202,"Bread, from white flour, added iron, toasted","1,164",28.2,11.2,1.96,2,3.4,0,0,0,47.8,50.9,50.9,79,0.194,69.2,8.23,48,152,158,520,0.94,0.1,203,0,0.36,0.3,0,0
F001484,12202,"Bread, from white flour, added omega-3 polyunsaturates","1,054",38,9.1,1.56,2.1,3.1,0,0,0,44.2,46.6,46.6,56,0.16,63,1.44,27,98,111,448,0.8,0.1,198,0,0.48,0.5,0,0
F001485,12202,"Bread, from white flour, added omega-3 polyunsaturates, toasted","1,226",28,10.6,1.82,2.4,3.6,0,0,0,51.4,54.2,54.2,65,0.186,69.6,1.68,31,114,129,521,0.94,0.1,196,0,0.52,0.58,0,0
F001543,12202,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe","1,052",39.3,8.3,1.46,2.3,6.5,0,0,0,41.9,45.7,45.7,150,,60,4.8,33,100,140,410,0.88,0,220,0,0.12,0.35,0,0
F001544,12202,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe, toasted","1,238",28.6,9.8,1.72,2.7,7.6,0,0,0,49.3,53.8,53.8,176,,67,5.65,39,118,165,482,1.04,0,220,0,0.13,0.41,0,0
F001528,12201,"Bread, from white flour, Italian-style, commercial","1,070",35.3,9,1.58,2.5,3.9,0,0,0,44.8,46.8,46.8,16,,68,0.84,24,98,98,500,0.77,0,85,0,0.35,0.44,0,0
F001529,12201,"Bread, from white flour, Italian-style, commercial, toasted","1,274",23,10.7,1.88,3,4.6,0,0,0,53.3,55.7,55.7,19,,76.9,1,28,117,117,595,0.92,0,86,0,0.4,0.53,0,0
F001358,12201,"Bread roll, from white flour, toasted","1,214",23.7,10.8,1.89,3.4,3.5,0.3,0,0,47.9,51.9,51.9,125,0.17,53,1.47,34,117,159,442,0.96,0,226,0,1.12,0.55,0,0
F001372,12304,"Bread roll, topped with cheese","1,173",34.4,12.4,2.08,9,2.4,0.2,0,0,33,35.8,35.8,238,0.123,43.2,1.04,29,176,124,441,1.35,0.2,183,0,0.9,4.92,0,20
F001373,12304,"Bread roll, topped with cheese & bacon","1,174",37.1,16.6,2.72,11.2,1.8,0.3,0,0,24.7,27,27,218,0.103,34.7,0.91,29,256,187,765,1.61,0.4,137,0,0.72,5.88,0,32
F001597,12207,"Bread, from wholemeal flour, toasted","1,168",28.4,12.2,2.12,2.9,8.1,0.1,0,0,42.4,46.1,46.1,157,0.255,69.2,2.32,74,184,249,492,1.46,0.1,177,0,0.22,0.46,0,0
F001573,12207,"Bread, from wholemeal flour, extra grainy & seeds","1,077",35.6,11,1.9,4.4,7.9,,0,0,36,38.9,38.9,126,,55.4,2.2,80,179,240,370,1.46,0,156,0,0.98,0.57,0,0
F001576,12207,"Bread, from wholemeal flour, extra grainy & seeds, toasted","1,267",24.2,13,2.24,5.1,9.3,,0,0,42.3,45.8,45.8,149,,61.9,2.59,94,210,282,435,1.72,0,156,0,1.09,0.67,0,0
F001360,12207,"Bread roll, from wholemeal flour","1,095",32.5,10.1,1.74,3,5.8,0.4,0,0,42.2,45.2,45.2,90,0.25,61.9,2.5,54,160,190,560,1.1,0.1,177,0,0.96,0.53,0,0
F001364,12207,"Bread roll, from wholemeal flour, toasted","1,288",20.6,11.9,2.05,3.5,6.9,0.4,0,0,49.6,53.1,53.1,106,0.294,69.2,2.94,64,188,224,659,1.29,0.2,177,0,1.07,0.62,0,0
F001545,12203,"Bread, organic","1,034",39.6,11.6,2.02,2.9,5.6,0,0,0,39,40.3,40.3,48,0.32,38.3,1.8,52,160,180,490,1.2,0,39,0,2.85,0.57,0,0
F001548,12203,"Bread, organic, toasted","1,216",29,13.7,2.37,3.4,6.6,0,0,0,45.9,47.4,47.4,56,0.376,42.8,2.12,61,188,212,576,1.41,0,39,0,3.18,0.67,0,0
F001621,12204,"Bread, mixed grain","1,078",37.6,10.7,1.84,4.5,5.8,0,0,0,37.3,39.8,39.8,155,0.228,60.3,1.73,60,134,217,409,1.17,0.1,155,0,0.62,0.58,0,0
F001644,12204,"Bread, mixed grain, toasted","1,268",26.6,12.6,2.17,5.3,6.9,0,0,0,43.8,46.8,46.8,182,0.268,67.4,2.04,71,158,255,481,1.37,0.2,155,0,0.7,0.68,0,0
F001513,12204,"Bread, from white flour, extra grainy & seeds","1,149",33.1,10.5,1.82,4.4,5.7,,0,0,41.8,44.7,44.7,81,,51.8,1.91,63,153,199,365,1.28,0,171,0,1.37,0.52,0,0
F001514,12204,"Bread, from white flour, extra grainy & seeds, toasted","1,352",21.3,12.3,2.14,5.2,6.7,,0,0,49.2,52.6,52.6,96,,57.9,2.24,74,180,234,429,1.5,0,171,0,1.53,0.61,0,0
F001365,12204,"Bread roll, mixed grain","1,046",35.8,12.2,1.95,3,5.6,0,0,0,38,40.3,40.3,160,0.28,62.6,4.7,80,240,290,660,1.7,0.1,160,0,1.67,0.45,0,0
F001368,12204,"Bread roll, mixed grain, toasted","1,230",24.5,14.4,2.3,3.5,6.6,0,0,0,44.7,47.4,47.4,188,0.329,70,5.53,94,282,341,776,2,0.1,160,0,1.86,0.53,0,0
F001671,12201,"Bread, from white flour, Turkish","1,035",38.5,7.8,1.36,2.8,3.6,0,0,0,43.3,45.5,45.5,50,,60,0.8,26,94,110,530,0.74,0,120,0,0.44,0.36,0,0
F001672,12201,"Bread, from white flour, Turkish, toasted","1,233",26.8,9.2,1.62,3.3,4.3,0,0,0,51.5,54.2,54.2,60,,67.8,0.95,31,112,131,631,0.88,0,121,0,0.5,0.43,0,0
F001457,12305,"Bread, from white flour, added dried fruit","1,112",33.8,8.8,1.41,3.7,3.6,7.5,1,1,29.2,47.3,47.3,110,0.19,31.1,1.5,29,89,320,270,0.7,0,99,0,0.4,0.75,0,0
F001458,12305,"Bread, from wheat flour, added dried fruit, toasted","1,236",26.4,9.8,1.56,4.1,4,8.3,1.1,1.1,32.4,52.6,52.6,122,0.211,32.8,1.67,32,99,356,300,0.78,0.1,93,0,0.42,0.83,0,0
F001600,12307,"Bread, garlic, commercial, cooked","1,442",29.5,8,1.4,15.1,3,0.3,0.2,0.2,39.4,42.8,42.8,66,0.12,53,0.9,28,82,130,580,0.66,0.3,100,0,1.58,7.13,0,16
F001601,12307,"Bread, garlic or herb, homemade, cooked","1,282",30.3,8.8,1.53,11.3,3.6,0.3,0,0,37.3,40.5,40.5,99,,41.7,1.22,28,93,152,422,0.79,0,143,0,1.05,6.39,0,18
F001603,12213,"Bread, gluten free",888,45.6,5.5,0.88,3.9,3.9,0.3,0,0,34,36.6,36.6,50,0.12,125.3,1,23,140,190,526,0.53,0.2,21,0,2.48,0.51,0,0
F001609,12213,"Bread, gluten free, toasted","1,057",35.2,6.5,1.04,4.6,4.6,0.4,0,0,40.5,43.6,43.6,60,0.143,141.7,1.19,27,167,226,626,0.63,0.2,21,0,2.8,0.61,0,0
F001450,12210,"Bread, from rye flour, sour dough",980,37.1,9.2,1.57,1.6,5.2,0.4,0,0,40.7,42.7,42.7,32,,58,1.1,32,120,130,510,0.97,0,96,0,0.18,0.31,0,0
F001451,12210,"Bread, from rye flour, sour dough, toasted","1,153",26,10.8,1.85,1.9,6.1,0.5,0,0,47.9,50.2,50.2,38,,64.8,1.29,38,141,153,600,1.14,0,96,0,0.2,0.36,0,0
F001940,12305,"Bun, sweet, with dried fruit, uniced","1,202",31.8,7.6,1.21,6,3.4,,6.4,6.4,32.5,49.4,49.4,45,0.203,50.1,2.36,30,122,183,282,0.79,0,164,0,0.31,1.67,0,2
F001939,12306,"Bun, sweet, with dried fruit, iced","1,205",32,6.4,1.11,6,1.9,,10.2,10.2,33.3,51.5,51.5,18,,34.3,0.81,23,81,176,267,0.62,0,29,0,0.58,1.22,0,2
F009792,12305,"Bun, sweet, hot cross bun, with dried fruit","1,108",28.3,7.2,1.26,3.2,4.1,9,7,7,29.2,50.2,50.2,60,0.2,32.1,1.4,29,100,310,230,0.65,0,88,0,0.5,0.6,0,0
F003313,13606,"Crumpet, from white flour, toasted",860,45,5.6,0.9,0.8,2.5,0.1,0,0,39.8,41.6,41.6,92,0.24,70.9,1,19,174,88,"1,051",0.36,0.1,123,0,0.07,0.16,0,0
F005896,12301,"Muffin, English style, from white flour",938,42.7,10.1,1.77,2.1,3.2,0,0,0,37,38.7,38.7,170,0.15,55.2,1.1,24,130,130,418,0.78,0,174,0,0.01,0.34,0,0
F005898,12301,"Muffin, English style, from white flour, toasted","1,019",37.7,11,1.93,2.3,3.4,0,0,0,40.2,42.1,42.1,185,0.163,57,1.2,26,141,141,454,0.85,0,160,0,0.01,0.38,0,0
F005897,12301,"Muffin, English style, from white flour, added dried fruit, toasted","1,050",35,9.8,1.71,2,3.6,,1.3,1.3,34.8,46.1,46.1,169,,49,1.27,27,132,225,392,0.78,0,138,0,0.04,0.34,0,0
F001688,11805,"Breakfast cereal, beverage, non-chocolate flavours, added vitamins A, B1, B2, B3, B6, B12, C & folate & Ca",321,81.9,3.1,0.54,1.5,0.8,0,2,2,0,12.4,12.4,148,0.039,6.4,0.38,8,131,152,49,0.21,0.6,60,0,2.23,0.2,0,0
F001708,12501,"Breakfast cereal, flakes of corn, unfortified","1,553",4.7,7.3,1.17,2.9,4,0.5,7.1,7.1,67.9,75.6,75.6,3,,0,0.99,34,130,140,270,0.7,0,0,0,0.12,0.39,0,0
F001701,12502,"Breakfast cereal, flakes of corn, added vitamins B1, B2, B3, C & folate, Fe & Zn","1,565",3.4,8.6,1.38,0.6,3.2,0.6,3.7,3.7,76,80.2,80.2,2,0.76,0,8.6,13,53,100,485,5.1,0,335,16,0.2,0.1,0,0
F001720,12512,"Breakfast cereal, mixed grain (rice & wheat), flakes, added vitamins B1, B2, B3, B6 & folate, Ca, Fe & Zn","1,669",3.9,18.2,3.12,4.1,2.7,0.3,12.5,12.6,57.3,70.5,70.5,936,0.248,0,13.8,40,126,116,474,3.28,0,910,11,0.04,0.72,0,0
F001733,12515,"Breakfast cereal, mixed grain (wheat & oat), flakes, apricot & sultana, added vitamins B1, B2, B3 & folate & Fe","1,472",8,9.1,1.51,1.5,8.2,10.2,7,8.7,46.3,71.6,71.6,31,0.3,25.6,8.6,81,200,388,32,1.52,0,592,6,0.8,0.29,0,0
F001767,12513,"Breakfast cereal, mixed grain (wheat, oat & corn), extruded, added vitamins B1, B2, B3, B6, C & folate, Ca & Fe","1,551",2.8,23.3,3.9,2.5,2.5,0,26.6,27.3,34.8,62.8,62.8,284,0.252,8.1,11.19,41,122,137,602,1.52,0,140,11,0.4,0.37,0,0
F001788,12511,"Breakfast cereal, mixed grain (wheat, rice & oat), flakes, honey, unfortified","1,488",3.7,8.4,1.44,4.1,12.5,1.2,7.7,10.3,53.1,65,65,27,0.3,15,2.6,81,240,270,220,1.8,0,0,0,0.45,0.65,0,0
F001811,12503,"Breakfast cereal, puffed or popped rice, no added sugar or salt, unfortified","1,608",3.4,8.5,1.42,3,2.8,0,0,0,77,77.6,77.6,6,,3.7,0.63,80,260,200,5,1.5,0,0,0,0,0.52,0,0
F001803,12504,"Breakfast cereal, puffed or popped rice, added vitamins B1, B2, B3, C & folate, Fe & Zn","1,559",3.4,6.8,1.14,1.1,2.1,0,5.7,5.7,75,81.2,81.2,6,0.158,3.7,15.5,25,98,101,658,7.8,0,180,33,0,0.2,0,0
F001807,12504,"Breakfast cereal, puffed or popped rice, cocoa coating, added vitamins B1, B2, B3, C & folate, Ca, Fe & Zn","1,615",3.1,5.3,0.85,2.9,2.6,0.2,23.7,30,52.8,83.2,83.2,388,0.232,0,13.8,36,94,208,496,7.8,0,"1,056",55,0,1.14,4,0
F001823,12509,"Breakfast cereal, wheat bran, flakes, sultanas, added vitamins B1, B2, B3, B6 & folate, Fe & Zn","1,391",10.5,9.8,1.68,1.5,14.8,10.3,1.2,2.4,38.8,63.3,63.3,56,0.543,8.6,13.53,120,300,757,269,4.78,0,335,9,1.37,0.26,0,0
F001829,12506,"Breakfast cereal, wheat bran, pellets, added vitamins B1, B2 & folate, Fe & Zn","1,348",3,14.2,2.18,5,27.3,1.1,7.7,12.9,26.2,41.7,41.7,67,0.825,5.4,12.2,271,685,906,390,6.77,0,206,0,2.78,0.78,0,0
F001845,12506,"Breakfast cereal, whole wheat, biscuit, bran, added vitamins B1, B2, B3 & folate & Fe","1,501",5.8,12.3,2.11,5.3,17,,5.2,6.5,48.1,56.4,56.4,43,0.54,7.4,7.5,160,430,540,345,2.6,0,202,0,0.61,2.88,0,0
F001849,12505,"Breakfast cereal, whole wheat, biscuit, no added sugar, unfortified","1,460",6.6,10.4,1.79,2.7,11.5,0,0,0,62.6,63.7,63.7,31,,13,6.8,110,320,370,370,2.2,0,0,0,0.83,0.35,0,0
F001844,12506,"Breakfast cereal, whole wheat, biscuit, added vitamins B1, B2, B3 & folate, Fe & Zn","1,418",6.1,11.9,2.04,2.3,11,0.2,0.5,0.8,58.6,61,61,38,0.327,1.8,14.33,111,229,350,299,2.29,0,246,0,0.48,0.3,0,0
F001862,12509,"Breakfast cereal, whole wheat, flakes, dried fruit & nuts, added fibre, vitamins B1, B2, B3 & folate, Ca & Fe","1,490",7,9.1,1.63,3.3,15.5,9.5,11.8,12.2,40.6,65.6,65.6,376,0.583,2,7.38,86,220,527,98,2.04,0,351,0,1.4,0.38,0,0
F001871,12505,"Breakfast cereal, whole wheat, puffed, no added sugar or salt, unfortified","1,414",6.9,10,1.71,2.8,9.2,0,0,0,61.6,62.4,62.4,32,,68,3.3,97,340,360,2,2.7,0,0,0,0.85,0.39,0,0
F005856,12514,"Muesli, toasted, added dried fruit & nuts, unfortified","1,680",6.1,8.9,1.42,13.3,11.4,8.5,6.2,7.7,34.9,56.6,56.6,56,0.38,4,4.6,97,270,380,33,1.8,0,0,0,1.6,2.41,0,0
F005857,12514,"Muesli, untoasted or natural style, added dried fruit, unfortified","1,646",9.6,10.8,1.73,10.8,9.4,8.9,5.8,5.8,40.5,59.2,59.2,57,0.4,0,4.2,110,290,440,41,1.8,0,0,0,1.7,2.77,0,0
F009807,12514,"Muesli, granola, toasted, added nuts & seeds, unfortified","1,776",4.1,11.2,1.8,17.6,7.6,2,14.8,15.8,36,52.3,52.3,67,0.38,5.9,3.1,110,320,360,68,1.8,0,0,0,6.94,2.93,0,0
F009808,12514,"Muesli, granola, non-oat based, toasted, added nuts & seeds, unfortified","1,851",3.9,11.9,1.9,18.8,6.6,1.9,8.2,8.2,44.8,53.5,53.5,56,0.53,7.7,3.6,170,410,410,59,2.1,0,0,0,10.01,2.01,0,0
F001374,13303,"Bread, banana","1,224",30.8,5.7,0.91,11,1.5,1.1,21.7,21.7,18,43.1,43.1,41,,7.7,1.6,25,160,150,360,0.68,0.2,0,0,3.2,1.93,0,43
F008273,13306,"Slice, brownie, chocolate, without nuts, commercial","1,735",13.3,7.1,1.14,23.1,2.6,0.4,35.9,35.9,9.3,45.6,45.6,39,,7.7,1.57,31,133,217,130,0.49,0.3,0,0,0.84,12.98,4,24
F008272,13306,"Slice, brownie, chocolate, with nuts, homemade","1,922",10.5,6.5,1.14,25.3,1.9,,34.8,34.8,16.8,52.7,52.7,30,,12.3,1.71,42,118,239,510,0.84,0.2,0,0,0.86,12.76,4,112
F002021,13303,"Cake mix, plain, dry powder","1,603",5.5,4.8,0.77,8.2,1.4,0,42.3,42.3,31,73.5,73.5,61,0.052,0,0.78,13,430,81,670,0.3,0,0,0,0.87,4.3,0,1
F002100,13303,"Cake, carrot, commercial, iced","1,620",26,4.4,0.69,20.4,1.5,,23.8,23.8,17.1,47.6,47.6,41,0.15,16.6,1.6,25,160,150,305,0.68,0.2,0,0,3.69,4.64,0,43
F002102,13303,"Cake, carrot, homemade, uniced","1,428",30.2,4.8,0.82,15.9,2.2,,23.8,23.8,14,45.2,45.2,39,,9.6,0.84,22,178,215,357,0.51,0.1,0,1,0.59,8.23,0,87
F002101,13303,"Cake, carrot, homemade, iced","1,437",28.5,3.9,0.66,14.9,1.8,,31.6,31.6,11.7,49.4,49.4,32,,7.9,0.67,18,143,173,307,0.41,0.1,0,0,0.53,8.11,0,74
F002112,13301,"Cake, chocolate, homemade, uniced","1,554",26,7.9,1.37,19.2,2.9,0.1,15.9,15.9,23.4,41.3,41.3,64,0.355,16.9,3.09,62,307,454,422,1.1,0.2,0,0,0.67,12.39,12,113
F002111,13301,"Cake, chocolate, homemade, iced","1,554",24.1,6.6,1.15,17.8,2.6,0.1,25.4,25.4,19.4,46.4,46.4,54,0.324,13.9,2.78,56,255,410,361,0.96,0.2,0,0,0.6,11.57,11,96
F002150,13303,"Cake, fruit, homemade, uniced","1,266",30.8,3.9,0.66,9.9,3,,4.4,4.8,8.9,48.2,48.2,43,,6,1.32,30,86,424,138,0.45,0.1,0,5,0.96,5.71,0,51
F002159,13302,"Cake, lamington, unfilled","1,233",28.4,4.7,0.75,9.4,2.4,0,29,29,16.5,48,48,6,0.156,11,1.6,26,170,200,218,0.77,0.3,0,0,0.08,6.93,3,31
F002163,13301,"Cake, mud, dark chocolate, commercial, chocolate ganache icing","1,415",26.2,5.1,0.82,13.8,2.6,0,31.9,31.9,15.6,48.7,48.7,39,0.101,7.7,1.57,31,133,217,290,0.49,0.3,0,0,3.95,4.01,7,24
F002165,13301,"Cake, mud, dark chocolate, homemade, uniced","1,897",24.8,5.6,0.97,34.3,0.5,,24.9,24.9,7,32.5,32.5,36,,21.3,2.04,45,127,242,308,1.03,0.4,0,0,1.04,21.87,19,183
F002164,13301,"Cake, mud, dark chocolate, homemade, chocolate ganache icing","1,919",22.8,5.2,0.91,33.8,0.6,,27.7,27.7,7.2,35.5,35.5,40,,19.1,2.29,54,134,264,256,1.13,0.3,0,0,0.94,21.39,24,152
F002169,13303,"Cake, plain butter cake, commercial, uniced","1,486",25.4,8.2,1.31,15.2,1.3,0.3,23,23,21.6,46.9,46.9,52,0.07,15.6,1.2,14,300,110,480,0.5,0.1,0,0,1,2.68,0,75
F002168,13303,"Cake, plain butter cake, commercial, iced","1,555",18.7,5,0.8,16.1,1.4,0,34.3,34.3,16,52.7,52.7,4,0.1,15.6,0.5,10,190,77,420,0.7,0.1,0,0,0.23,2.85,0,54
F002171,13303,"Cake, plain butter cake, homemade, uniced","1,587",22.7,6.7,1.13,16.1,0.9,0,21.7,21.7,29,52.5,52.5,52,,15.5,0.78,17,296,110,481,0.54,0.2,0,0,0.58,10.34,0,103
F002170,13303,"Cake, plain butter cake, homemade, iced","1,564",22.6,5.4,0.91,15.1,0.7,,29.8,29.8,23.7,55.2,55.2,42,,12.6,0.62,14,237,89,406,0.43,0.2,0,0,0.52,9.79,0,87
F002178,13302,"Cake, sponge, plain, commercial, uniced, unfilled","1,370",26.5,7.5,1.2,8.2,1.2,0.4,30.5,30.5,24,56.5,56.5,52,0.063,11,0.72,13,230,110,320,0.47,0.3,0,0,0.3,2.54,0,134
F002177,13302,"Cake, sponge, plain, commercial, uniced, filled with jam & cream","1,524",21.5,6.7,1.08,12.2,1.2,3.2,35.2,35.2,20.5,58,58,54,0.07,11,0.66,13,205,114,278,0.44,0.2,0,0,0.43,5.47,0,130
F003575,13605,"Doughnut, jam filled, sugar coated","1,535",24.9,6,0.96,17.6,1.9,2,18.7,18.7,27.2,46.2,46.2,55,0.155,2.1,0.88,18,172,114,440,0.46,0.1,0,0,0.26,7.83,0,31
F003573,13605,"Doughnut, dusted with cinnamon & sugar","1,583",24.2,6.6,1.06,19.5,2,0,13.6,13.6,30.2,43.9,43.9,60,0.16,2.4,0.95,20,190,120,487,0.5,0.1,0,0,0.27,8.7,0,34
F003574,13605,"Doughnut, iced","1,517",23.6,6.7,1.07,15.9,1.7,1.3,22.7,22.7,25.3,48.2,48.2,21,0.13,0,0.8,22,89,94,414,0.4,0.1,0,0,0.24,6.86,0,33
F005877,13304,"Muffin, cake-style, berry, commercial","1,412",28.6,5.2,0.83,15.7,1.9,1.2,24,24,18.3,44.4,44.4,110,0.09,9.2,1.2,16,250,120,367,0.4,0.2,0,2,1.8,3.7,0,41
F005882,13304,"Muffin, cake-style, chocolate chip, commercial","1,567",18.8,6.4,1.02,17.7,1.4,0.3,27.1,27.1,18.6,48.1,48.1,110,,3.8,1.2,27,384,152,344,0.5,0.2,0,0,1.8,3.65,8,24
F006298,13601,"Pancake, plain, homemade",927,53.1,7.4,1.24,7.6,0.8,0,0,0,26,30.3,30.3,83,0.074,24.1,0.69,21,128,174,79,0.66,0.4,0,0,0.36,4.5,0,76
F006700,13602,"Pikelet or pancake, sweet, commercial",912,45.5,5.7,0.91,4.3,2.1,0,11.8,11.8,24.6,38.4,38.4,84,0.12,7.8,1.6,29,280,230,359,0.64,0.2,35,0,0.47,0.64,0,17
